GEOID_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20,AREALAND_PART
35677,01077,Lauderdale County,285706565
56110,27105,Nobles County,285577469
67737,20063,Gove County,285407519
55336,27085,McLeod County,285387774
32619,12041,Gilchrist County,285380825
41701,21193,Perry County,285362167
92592,06065,Riverside County,285307141
71770,05027,Columbia County,285280426
73703,40047,Garfield County,285231166
38915,28013,Calhoun County,285192093
67659,20065,Graham County,285087162
78370,48409,San Patricio County,285034314
58781,38101,Ward County,285001914
97381,41047,Marion County,284965436
71063,22031,De Soto Parish,284956276
69020,31145,Red Willow County,284882636
33930,12051,Hendry County,284864182
57630,46041,Dewey County,284856934
58254,38063,Nelson County,284821943
42050,21075,Fulton County,284820440
57071,46011,Brookings County,284770820
49948,26131,Ontonagon County,284767394
32668,12075,Levy County,284766690
74003,40113,Osage County,284729502
73744,40011,Blaine County,284654028
77904,48469,Victoria County,284592538
56352,27145,Stearns County,284512281
35973,01019,Cherokee County,284487407
67625,20065,Graham County,284436651
46072,18159,Tipton County,284345729
03590,33007,Coos County,284250885
73562,40033,Cotton County,284159379
75555,48067,Cass County,284114959
49916,26061,Houghton County,284087758
39631,28157,Wilkinson County,284057333
74562,40127,Pushmataha County,284037533
83462,16059,Lemhi County,284028911
84663,49049,Utah County,284027131
52732,19045,Clinton County,283989467
50675,19171,Tama County,283863113
78070,48091,Comal County,283844008
35079,01009,Blount County,283784516
56087,27015,Brown County,283641928
31771,13071,Colquitt County,283623959
70355,22057,Lafourche Parish,283589619
54612,55121,Trempealeau County,283582269
13830,36017,Chenango County,283556209
97859,41059,Umatilla County,283517056
12758,36105,Sullivan County,283506430
73669,40039,Custer County,283479355
76845,48083,Coleman County,283235466
76476,48221,Hood County,283187067
77835,48477,Washington County,283186457
52601,19057,Des Moines County,283180670
29477,45035,Dorchester County,283157216
57220,46011,Brookings County,283098328
83214,16005,Bannock County,283026215
38940,28043,Grenada County,283018728
28320,37017,Bladen County,283016633
75486,48277,Lamar County,282931870
67031,20191,Sumner County,282902946
28150,37045,Cleveland County,282881722
38952,28083,Leflore County,282756649
78415,48355,Nueces County,282755659
32736,12069,Lake County,282655779
66749,20001,Allen County,282596058
89042,32017,Lincoln County,282521743
65336,29101,Johnson County,282509400
49908,26013,Baraga County,282474330
56759,27135,Roseau County,282450848
71047,22017,Caddo Parish,282411023
12970,36033,Franklin County,282351315
54230,55071,Manitowoc County,282300014
56101,27033,Cottonwood County,282275510
27893,37195,Wilson County,282262813
29554,45043,Georgetown County,282027080
87549,35039,Rio Arriba County,282009830
68766,31089,Holt County,281938951
38963,28135,Tallahatchie County,281880749
44903,39139,Richland County,281844633
55033,27037,Dakota County,281730450
76687,48293,Limestone County,281713839
63751,29017,Bollinger County,281694244
72761,05007,Benton County,281674893
97753,41013,Crook County,281663108
56159,27033,Cottonwood County,281588454
98537,53027,Grays Harbor County,281529306
13069,36075,Oswego County,281512269
38030,47045,Dyer County,281427902
79358,48219,Hockley County,281426957
61310,17103,Lee County,281336440
58630,38089,Stark County,281252227
49663,26165,Wexford County,281242439
66869,20017,Chase County,281228620
74643,40053,Grant County,281193220
95526,06023,Humboldt County,281174806
72342,05107,Phillips County,281140834
73026,40027,Cleveland County,281138071
49751,26137,Otsego County,281122531
37381,47143,Rhea County,281107653
16137,42085,Mercer County,281047307
93222,06029,Kern County,281039737
64485,29003,Andrew County,281029390
76882,48399,Runnels County,281019586
39071,28089,Madison County,281010564
73773,40047,Garfield County,280982962
21617,24035,Queen Anne's County,280958995
55965,27045,Fillmore County,280936552
73052,40049,Garvin County,280936358
37321,47143,Rhea County,280897185
38221,47005,Benton County,280883641
49807,26041,Delta County,280837441
50076,19009,Audubon County,280836795
63437,29205,Shelby County,280810928
27017,37171,Surry County,280738699
28025,37025,Cabarrus County,280689878
58032,38081,Sargent County,280590611
67583,20155,Reno County,280570608
79351,48115,Dawson County,280556849
50574,19151,Pocahontas County,280531574
76513,48027,Bell County,280480824
67653,20039,Decatur County,280464699
76044,48251,Johnson County,280458869
70445,22103,St. Tammany Parish,280424147
46392,18073,Jasper County,280297397
13815,36017,Chenango County,280294032
97525,41029,Jackson County,280286218
42544,21199,Pulaski County,280247965
05443,50001,Addison County,280221657
74878,40125,Pottawatomie County,280197849
51002,19021,Buena Vista County,280183502
71358,22097,St. Landry Parish,280128854
74872,40049,Garvin County,280108941
56082,27103,Nicollet County,280107298
59830,30061,Mineral County,280037504
30117,13045,Carroll County,279974916
75401,48231,Hunt County,279930212
70645,22023,Cameron Parish,279880079
49047,26027,Cass County,279870130
49307,26107,Mecosta County,279810090
39479,28031,Covington County,279772199
49408,26005,Allegan County,279755347
71602,05069,Jefferson County,279753655
54742,55035,Eau Claire County,279742260
28779,37099,Jackson County,279742120
50171,19157,Poweshiek County,279725747
51351,19059,Dickinson County,279704678
39648,28113,Pike County,279685033
15870,42047,Elk County,279637028
79010,48375,Potter County,279565563
23917,51117,Mecklenburg County,279551979
61856,17147,Piatt County,279509000
30223,13255,Spalding County,279481699
28580,37079,Greene County,279412994
27055,37197,Yadkin County,279339345
29540,45031,Darlington County,279334147
54493,55019,Clark County,279182309
71277,22111,Union Parish,279109187
32413,12005,Bay County,279097269
55313,27171,Wright County,279048950
83553,16035,Clearwater County,279042367
67882,20057,Ford County,279018712
29918,45049,Hampton County,278960779
70652,22011,Beauregard Parish,278931238
59833,30081,Ravalli County,278909590
93603,06107,Tulare County,278889240
87043,35043,Sandoval County,278840422
76239,48337,Montague County,278760656
35620,01083,Limestone County,278749378
12878,36113,Warren County,278716852
54730,55033,Dunn County,278645460
67634,20167,Russell County,278590988
51247,19167,Sioux County,278421226
92536,06065,Riverside County,278372070
57017,46101,Moody County,278301357
54829,55005,Barron County,278265328
57461,46115,Spink County,278234937
54895,55107,Rusk County,278173085
52625,19111,Lee County,278032938
49412,26123,Newaygo County,278026762
39854,13239,Quitman County,278026433
13865,36007,Broome County,277959512
54216,55061,Kewaunee County,277929967
37306,47051,Franklin County,277925243
63530,29121,Macon County,277845411
35046,01021,Chilton County,277797278
32640,12001,Alachua County,277778733
29164,45003,Aiken County,277772400
58475,38043,Kidder County,277753629
76273,48181,Grayson County,277750940
49892,26043,Dickinson County,277738241
67529,20145,Pawnee County,277711470
82832,56033,Sheridan County,277685833
61822,17019,Champaign County,277562364
93251,06029,Kern County,277551116
55396,27143,Sibley County,277535436
86303,04025,Yavapai County,277518291
80822,08125,Yuma County,277496906
84626,49049,Utah County,277432662
61068,17141,Ogle County,277414250
71419,22085,Sabine Parish,277404600
57477,46115,Spink County,277403949
80422,08047,Gilpin County,277394869
31705,13095,Dougherty County,277385169
32038,12023,Columbia County,277359091
61473,17187,Warren County,277350797
68642,31141,Platte County,277340314
21601,24041,Talbot County,277314891
32754,12009,Brevard County,277299873
58472,38093,Stutsman County,277210858
63960,29207,Stoddard County,277192574
58228,38035,Grand Forks County,277184194
83555,16069,Nez Perce County,277159235
16441,42049,Erie County,277132757
65483,29215,Texas County,277132184
44047,39007,Ashtabula County,277076611
62664,17125,Mason County,277066418
61834,17183,Vermilion County,276976256
99733,02290,Yukon-Koyukuk Census Area,276967062
35640,01103,Morgan County,276865266
79064,48279,Lamb County,276816508
57422,46037,Day County,276733932
41041,21069,Fleming County,276715642
54666,55081,Monroe County,276712888
36786,01105,Perry County,276668787
99040,53065,Stevens County,276664154
45750,39167,Washington County,276641908
13309,36065,Oneida County,276631839
73089,40051,Grady County,276555422
36262,01029,Cleburne County,276531416
88325,35035,Otero County,276530835
95694,06113,Yolo County,276500493
77469,48157,Fort Bend County,276489265
73761,40053,Grant County,276463367
29154,45085,Sumter County,276375533
54513,55099,Price County,276227233
70657,22011,Beauregard Parish,276176999
17844,42119,Union County,276128187
37043,47125,Montgomery County,276122690
56149,27081,Lincoln County,276106717
97873,41023,Grant County,276089993
18853,42015,Bradford County,276062538
27530,37191,Wayne County,275950076
79312,48279,Lamb County,275935685
96057,06093,Siskiyou County,275933898
37184,47189,Wilson County,275848870
29101,45025,Chesterfield County,275796950
65270,29175,Randolph County,275779078
24574,51009,Amherst County,275667219
71068,22013,Bienville Parish,275649755
29645,45059,Laurens County,275645491
29112,45075,Orangeburg County,275635143
93602,06019,Fresno County,275611536
28675,37005,Alleghany County,275558467
57481,46013,Brown County,275558097
31079,13315,Wilcox County,275431772
58261,38099,Walsh County,275416423
73552,40031,Comanche County,275394115
28173,37179,Union County,275389168
22727,51113,Madison County,275331058
98272,53061,Snohomish County,275297855
38057,47047,Fayette County,275264471
92570,06065,Riverside County,275232113
32336,12123,Taylor County,275194372
38450,47181,Wayne County,275172683
83811,16017,Bonner County,275154138
54426,55073,Marathon County,275098925
58381,38027,Eddy County,275038930
94585,06095,Solano County,275032304
56554,27005,Becker County,275020020
56253,27067,Kandiyohi County,274952434
92549,06065,Riverside County,274629908
36874,01081,Lee County,274560992
97756,41017,Deschutes County,274526848
65786,29029,Camden County,274414721
48768,26157,Tuscola County,274386495
63623,29093,Iron County,274349484
57762,46019,Butte County,274317205
87558,35055,Taos County,274264099
31557,13229,Pierce County,274247996
84310,49057,Weber County,274232884
30677,13219,Oconee County,274215439
32053,12047,Hamilton County,274207701
35581,01059,Franklin County,274206907
38941,28083,Leflore County,274191590
80615,08123,Weld County,274158617
74454,40145,Wagoner County,274128512
26362,54085,Ritchie County,274027366
98226,53073,Whatcom County,274014633
67337,20125,Montgomery County,273984921
49962,26013,Baraga County,273941893
72950,05127,Scott County,273937826
44432,39029,Columbiana County,273893587
79785,48389,Reeves County,273866693
22427,51033,Caroline County,273794984
66520,20149,Pottawatomie County,273782976
98908,53077,Yakima County,273716826
54484,55073,Marathon County,273594671
72206,05119,Pulaski County,273562110
32333,12039,Gadsden County,273504130
76471,48133,Eastland County,273471235
58068,38073,Ransom County,273461799
54945,55135,Waupaca County,273413555
30549,13157,Jackson County,273372243
73734,40073,Kingfisher County,273338246
75571,48343,Morris County,273328886
95476,06097,Sonoma County,273302847
28383,37155,Robeson County,273257574
50628,19089,Howard County,273239744
65473,29169,Pulaski County,273233445
71222,22111,Union Parish,273229860
91935,06073,San Diego County,273216571
83540,16069,Nez Perce County,273209994
57454,46091,Marshall County,273194583
43793,39111,Monroe County,273189439
68460,31185,York County,273172222
67072,20015,Butler County,273166470
72084,05039,Dallas County,273125508
85920,04001,Apache County,273116725
22843,51015,Augusta County,273110466
49668,26165,Wexford County,273109816
29590,45089,Williamsburg County,273070847
68852,31163,Sherman County,273024232
67646,20147,Phillips County,273001478
47118,18025,Crawford County,272974345
81652,08045,Garfield County,272948798
65240,29007,Audrain County,272926801
68323,31133,Pawnee County,272915702
58278,38035,Grand Forks County,272905377
61061,17141,Ogle County,272882359
77990,48391,Refugio County,272880559
24224,51167,Russell County,272833714
73840,40045,Ellis County,272794089
14737,36009,Cattaraugus County,272728430
23920,51025,Brunswick County,272610192
54115,55009,Brown County,272588266
56551,27111,Otter Tail County,272571569
68031,31053,Dodge County,272524897
29690,45045,Greenville County,272450901
51035,19035,Cherokee County,272377437
74632,40071,Kay County,272352823
91906,06073,San Diego County,272336011
72166,05001,Arkansas County,272212370
48640,26111,Midland County,272208111
34432,12083,Marion County,272161803
36048,01005,Barbour County,272112536
83833,16055,Kootenai County,272059639
41004,21023,Bracken County,272012845
54556,55099,Price County,272012335
45769,39105,Meigs County,271999683
52205,19105,Jones County,271966470
72041,05117,Prairie County,271955968
38225,47183,Weakley County,271949059
97459,41011,Coos County,271921918
56307,27145,Stearns County,271893500
73501,40031,Comanche County,271883934
